Weight,Transport_Mode,Fare,Origin_Location,Origin_pincode,Destination_Location,Destination_pincode,Distance
9,Air,1231,Gairsain,246428,Ahmedabad,380001,932
9,Surface,562,Gairsain,246428,Ahmedabad,380001,932
10,Air,1602,Gairsain,246428,Chandigarh,160017,246
10,Surface,712,Gairsain,246428,Chandigarh,160017,246
10,Air,1683,Gairsain,246428,Shimla,171001,342
10,Surface,900,Gairsain,246428,Shimla,171001,342
9,Air,1231,Gairsain,246428,Ranchi,834001,1135
9,Surface,562,Gairsain,246428,Ranchi,834001,1135
8,Air,1099,Gairsain,246428,Bengaluru,560001,1750
8,Surface,510,Gairsain,246428,Bengaluru,560001,1750
7,Air,1191,Gairsain,246428,Thiruvananthapuram,695001,2695
7,Surface,506,Gairsain,246428,Thiruvananthapuram,695001,2695
6,Air,1027,Gairsain,246428,Kozhikode,673001,2400
6,Surface,448,Gairsain,246428,Kozhikode,673001,2400
5,Air,703,Gairsain,246428,Bhopal,462001,742
5,Surface,353,Gairsain,246428,Bhopal,462001,742
4,Air,453,Gairsain,246428,Indore,452001,810
4,Surface,301,Gairsain,246428,Indore,452001,810
3,Air,353,Gairsain,246428,Mumbai,400001,1415
3,Surface,232,Gairsain,246428,Mumbai,400001,1415
2,Air,253,Gairsain,246428,Pune,411001,1421
2,Surface,164,Gairsain,246428,Pune,411001,1421
1,Air,153,Gairsain,246428,Nagpur,440001,1074
1,Surface,96,Gairsain,246428,Nagpur,440001,1074
2,Air,273,Gairsain,246428,Shillong,793001,1892
2,Surface,202,Gairsain,246428,Shillong,793001,1892
3,Air,381,Gairsain,246428,Aizawl,796001,2303
3,Surface,289,Gairsain,246428,Aizawl,796001,2303
4,Air,699,Gairsain,246428,Kohima,797001,2047
4,Surface,390,Gairsain,246428,Kohima,797001,2047
5,Air,831,Gairsain,246428,Bhubaneswar,751001,1684
5,Surface,353,Gairsain,246428,Bhubaneswar,751001,1684
6,Air,985,Gairsain,246428,Jaipur,302001,268
6,Surface,438,Gairsain,246428,Jaipur,302001,268
7,Air,1139,Gairsain,246428,Kota,324001,458
7,Surface,506,Gairsain,246428,Kota,324001,458
8,Air,1355,Gairsain,246428,Gangtok,737101,1405
8,Surface,680,Gairsain,246428,Gangtok,737101,1405
4,Air,571,Gairsain,246428,Chennai,600001,2175
4,Surface,453,Gairsain,246428,Chennai,600001,2175
10,Air,2206,Gairsain,246428,Coimbatore,641001,2350
10,Surface,956,Gairsain,246428,Coimbatore,641001,2350
10,Air,1363,Gairsain,246428,Hyderabad,500001,1560
10,Surface,712,Gairsain,246428,Hyderabad,500001,1560
1,Air,207,Gairsain,246428,Agartala,799001,2480
1,Surface,163,Gairsain,246428,Agartala,799001,2480
2,Air,253,Gairsain,246428,Lucknow,226001,499
2,Surface,164,Gairsain,246428,Lucknow,226001,499
3,Air,439,Gairsain,246428,Kanpur,208001,478
3,Surface,353,Gairsain,246428,Kanpur,208001,478
4,Air,920,Gairsain,246428,Varanasi,221001,683
4,Surface,499,Gairsain,246428,Varanasi,221001,683
5,Air,642,Gairsain,246428,Dehradun,248001,235
5,Surface,250,Gairsain,246428,Dehradun,248001,235
6,Air,835,Gairsain,246428,Kolkata,700001,1450
6,Surface,438,Gairsain,246428,Kolkata,700001,1450
1,Air,208,Ranchi,834001,Amaravati,522020,1743
1,Surface,132,Ranchi,834001,Amaravati,522020,1743
2,Air,260,Ranchi,834001,Visakhapatnam,530001,1065
2,Surface,202,Ranchi,834001,Visakhapatnam,530001,1065
3,Air,497,Ranchi,834001,Itanagar,791111,1874
3,Surface,390,Ranchi,834001,Itanagar,791111,1874
4,Air,644,Ranchi,834001,Dispur,781005,1200
4,Surface,329,Ranchi,834001,Dispur,781005,1200
5,Air,1134,Ranchi,834001,Patna,800001,302
5,Surface,804,Ranchi,834001,Patna,800001,302
6,Air,863,Ranchi,834001,Raipur,492001,651
6,Surface,355,Ranchi,834001,Raipur,492001,651
7,Air,1001,Ranchi,834001,Panaji,403001,1399
7,Surface,398,Ranchi,834001,Panaji,403001,1399
8,Air,1293,Ranchi,834001,Gandhinagar,382010,1577
8,Surface,414,Ranchi,834001,Gandhinagar,382010,1577
9,Air,1452,Ranchi,834001,Ahmedabad,380001,1514
9,Surface,420,Ranchi,834001,Ahmedabad,380001,1514
10,Air,1363,Ranchi,834001,Chandigarh,160017,1399
10,Surface,398,Ranchi,834001,Chandigarh,160017,1399
10,Air,1808,Ranchi,834001,Shimla,171001,1577
10,Surface,532,Ranchi,834001,Shimla,171001,1577
9,Air,1231,Ranchi,834001,Bengaluru,560001,1843
9,Surface,496,Ranchi,834001,Bengaluru,560001,1843
8,Air,1455,Ranchi,834001,Thiruvananthapuram,695001,2326
8,Surface,471,Ranchi,834001,Thiruvananthapuram,695001,2326
7,Air,1279,Ranchi,834001,Kozhikode,673001,2151
7,Surface,435,Ranchi,834001,Kozhikode,673001,2151
6,Air,863,Ranchi,834001,Bhopal,462001,1057
6,Surface,438,Ranchi,834001,Bhopal,462001,1057
5,Air,668,Ranchi,834001,Indore,452001,1014
5,Surface,272,Ranchi,834001,Indore,452001,1014
4,Air,552,Ranchi,834001,Mumbai,400001,1660
4,Surface,301,Ranchi,834001,Mumbai,400001,1660
3,Air,369,Ranchi,834001,Pune,411001,1528
3,Surface,270,Ranchi,834001,Pune,411001,1528
2,Air,260,Ranchi,834001,Nagpur,440001,1216
2,Surface,200,Ranchi,834001,Nagpur,440001,1216
1,Air,194,Ranchi,834001,Shillong,793001,2436
1,Surface,114,Ranchi,834001,Shillong,793001,2436
2,Air,346,Ranchi,834001,Aizawl,796001,2461
2,Surface,262,Ranchi,834001,Aizawl,796001,2461
3,Air,381,Ranchi,834001,Kohima,797001,2194
3,Surface,301,Ranchi,834001,Kohima,797001,2194
4,Air,478,Ranchi,834001,Bhubaneswar,751001,439
4,Surface,276,Ranchi,834001,Bhubaneswar,751001,439
5,Air,668,Ranchi,834001,Jaipur,302001,1084
5,Surface,289,Ranchi,834001,Jaipur,302001,1084
6,Air,784,Ranchi,834001,Kota,324001,1221
6,Surface,308,Ranchi,834001,Kota,324001,1221
7,Air,1191,Ranchi,834001,Gangtok,737101,682
7,Surface,435,Ranchi,834001,Gangtok,737101,682
8,Air,1138,Ranchi,834001,Chennai,600001,1743
8,Surface,398,Ranchi,834001,Chennai,600001,1743
9,Air,1231,Ranchi,834001,Coimbatore,641001,1900
9,Surface,442,Ranchi,834001,Coimbatore,641001,1900
10,Air,1413,Ranchi,834001,Hyderabad,500001,1197
10,Surface,712,Ranchi,834001,Hyderabad,500001,1197
10,Air,2708,Ranchi,834001,Agartala,799001,2326
10,Surface,922,Ranchi,834001,Agartala,799001,2326
9,Air,1276,Ranchi,834001,Lucknow,226001,661
9,Surface,398,Ranchi,834001,Lucknow,226001,661
8,Air,1099,Ranchi,834001,Kanpur,208001,593
8,Surface,398,Ranchi,834001,Kanpur,208001,593
7,Air,967,Ranchi,834001,Varanasi,221001,840
7,Surface,357,Ranchi,834001,Varanasi,221001,840
6,Air,863,Ranchi,834001,Dehradun,248001,1230
6,Surface,308,Ranchi,834001,Dehradun,248001,1230
5,Air,1134,Ranchi,834001,Gairsain,246001,1330
5,Surface,353,Ranchi,834001,Gairsain,246001,1330
4,Air,478,Ranchi,834001,Kolkata,700001,414
4,Surface,270,Ranchi,834001,Kolkata,700001,414
3,Air,369,Ranchi,834001,New Delhi,110001,1224
3,Surface,229,Ranchi,834001,New Delhi,110001,1224
1,Air,151,Dehradun,248001,Amaravati,522020,1452
1,Surface,96,Dehradun,248001,Amaravati,522020,1452
2,Air,253,Dehradun,248001,Visakhapatnam,530001,1925
2,Surface,164,Dehradun,248001,Visakhapatnam,530001,1925
3,Air,381,Dehradun,248001,Itanagar,791111,1814
3,Surface,289,Dehradun,248001,Itanagar,791111,1814
4,Air,489,Dehradun,248001,Dispur,781005,1592
4,Surface,329,Dehradun,248001,Dispur,781005,1592
5,Air,587,Dehradun,248001,Patna,800001,1010
5,Surface,270,Dehradun,248001,Patna,800001,1010
6,Air,784,Dehradun,248001,Raipur,492001,1182
6,Surface,308,Dehradun,248001,Raipur,492001,1182
7,Air,900,Dehradun,248001,Panaji,403001,1832
7,Surface,345,Dehradun,248001,Panaji,403001,1832
8,Air,1099,Dehradun,248001,Gandhinagar,382010,932
8,Surface,383,Dehradun,248001,Gandhinagar,382010,932
9,Air,1231,Dehradun,248001,Ahmedabad,380001,932
9,Surface,398,Dehradun,248001,Ahmedabad,380001,932
10,Air,1363,Dehradun,248001,Chandigarh,160017,168
10,Surface,398,Dehradun,248001,Chandigarh,160017,168
11,Air,1847,Dehradun,248001,Shimla,171001,227
11,Surface,463,Dehradun,248001,Shimla,171001,227
12,Air,1627,Dehradun,248001,Ranchi,834001,1135
13,Surface,498,Dehradun,248001,Ranchi,834001,1135
14,Air,1891,Dehradun,248001,Bengaluru,560001,2200
14,Surface,530,Dehradun,248001,Bengaluru,560001,2200
15,Air,2503,Dehradun,248001,Thiruvananthapuram,695001,2800
15,Surface,777,Dehradun,248001,Thiruvananthapuram,695001,2800
16,Air,2667,Dehradun,248001,Kozhikode,673001,2500
16,Surface,804,Dehradun,248001,Kozhikode,673001,2500
17,Air,2287,Dehradun,248001,Bhopal,462001,1000
17,Surface,668,Dehradun,248001,Bhopal,462001,1000
18,Air,2419,Dehradun,248001,Indore,452001,1100
18,Surface,655,Dehradun,248001,Indore,452001,1100
19,Air,2551,Dehradun,248001,Mumbai,400001,1600
19,Surface,668,Dehradun,248001,Mumbai,400001,1600
20,Air,2683,Dehradun,248001,Pune,411001,1600
20,Surface,668,Dehradun,248001,Pune,411001,1600
21,Air,2815,Dehradun,248001,Nagpur,440001,1100
21,Surface,697,Dehradun,248001,Nagpur,440001,1100
22,Air,3815,Dehradun,248001,Imphal,795001,2400
22,Surface,913,Dehradun,248001,Imphal,795001,2400
23,Air,3979,Dehradun,248001,Shillong,793001,1800
23,Surface,949,Dehradun,248001,Shillong,793001,1800
24,Air,4143,Dehradun,248001,Aizawl,796001,2200
24,Surface,986,Dehradun,248001,Aizawl,796001,2200
0.5,Air,112,Dehradun,248001,Kohima,797001,1900
0.5,Surface,71,Dehradun,248001,Kohima,797001,1900
26,Air,3611,Dehradun,248001,Bhubaneswar,751001,1400
26,Surface,842,Dehradun,248001,Bhubaneswar,751001,1400
27,Air,3748,Dehradun,248001,Jaipur,302001,570
27,Surface,871,Dehradun,248001,Jaipur,302001,570
28,Air,3886,Dehradun,248001,Kota,324001,760
28,Surface,900,Dehradun,248001,Kota,324001,760
29,Air,5161,Dehradun,248001,Gangtok,737101,1200
29,Surface,1131,Dehradun,248001,Gangtok,737101,1200
30,Air,4161,Dehradun,248001,Chennai,600001,2200
30,Surface,958,Dehradun,248001,Chennai,600001,2200
31,Air,4298,Dehradun,248001,Coimbatore,641001,2400
31,Surface,1547,Dehradun,248001,Coimbatore,641001,2400
32,Air,4435,Dehradun,248001,Hyderabad,500001,1700
32,Surface,1593,Dehradun,248001,Hyderabad,500001,1700
0.5,Air,111,Dehradun,248001,Agartala,799001,2400
0.5,Surface,71,Dehradun,248001,Agartala,799001,2400
1,Air,151,Dehradun,248001,Lucknow,226001,500
1,Surface,96,Dehradun,248001,Lucknow,226001,500
1,Air,151,Dehradun,248001,Kanpur,208001,470
1,Surface,96,Dehradun,248001,Kanpur,208001,470
1,Air,151,Dehradun,248001,Varanasi,221001,700
1,Surface,96,Dehradun,248001,Varanasi,221001,700
1,Air,153,Bengaluru,560001,Amaravati,522020,1166
1,Surface,132,Bengaluru,560001,Amaravati,522020,1166
1,Air,151,Bengaluru,560001,Visakhapatnam,530001,1007
1,Surface,96,Bengaluru,560001,Visakhapatnam,530001,1007
1,Air,165,Bengaluru,560001,Itanagar,791111,3044
1,Surface,114,Bengaluru,560001,Itanagar,791111,3044
2,Air,273,Bengaluru,560001,Dispur,781005,2595
3,Surface,289,Bengaluru,560001,Dispur,781005,2595
4,Air,453,Bengaluru,560001,Patna,800001,1983
5,Surface,270,Bengaluru,560001,Patna,800001,1983
6,Air,784,Bengaluru,560001,Raipur,492001,1399
7,Surface,345,Bengaluru,560001,Raipur,492001,1399
8,Air,1099,Bengaluru,560001,Panaji,403001,582
9,Surface,398,Bengaluru,560001,Panaji,403001,582
1,Air,151,Bengaluru,560001,Gandhinagar,382010,1399
3,Surface,232,Bengaluru,560001,Gandhinagar,382010,1399
5,Air,587,Bengaluru,560001,Ahmedabad,380001,1399
7,Surface,345,Bengaluru,560001,Ahmedabad,380001,1399
9,Air,1231,Bengaluru,560001,Chandigarh,160017,2365
11,Surface,432,Bengaluru,560001,Chandigarh,160017,2365
11,Air,1847,Bengaluru,560001,Shimla,171001,2365
9,Surface,425,Bengaluru,560001,Shimla,171001,2365
7,Air,900,Bengaluru,560001,Ranchi,834001,1843
5,Surface,270,Bengaluru,560001,Ranchi,834001,1843
3,Air,281,Bengaluru,560001,Thiruvananthapuram,695001,748
1,Surface,106,Bengaluru,560001,Thiruvananthapuram,695001,748
1,Air,165,Bengaluru,560001,Kozhikode,673001,347
2,Surface,202,Bengaluru,560001,Kozhikode,673001,347
2,Air,253,Bengaluru,560001,Bhopal,462001,1230
1,Surface,96,Bengaluru,560001,Bhopal,462001,1230
2,Air,253,Bengaluru,560001,Indore,452001,1143
4,Surface,270,Bengaluru,560001,Indore,452001,1143
6,Air,751,Bengaluru,560001,Mumbai,400001,981
8,Surface,385,Bengaluru,560001,Mumbai,400001,981
8,Air,1099,Bengaluru,560001,Pune,411001,736
6,Surface,308,Bengaluru,560001,Pune,411001,736
4,Air,453,Bengaluru,560001,Nagpur,440001,1070
2,Surface,164,Bengaluru,560001,Nagpur,440001,1070
9,Air,1519,Bengaluru,560001,Shillong,793001,2761
12,Surface,501,Bengaluru,560001,Shillong,793001,2761
15,Air,2503,Bengaluru,560001,Aizawl,796001,2666
18,Surface,804,Bengaluru,560001,Aizawl,796001,2666
18,Air,2995,Bengaluru,560001,Kohima,797001,2399
15,Surface,777,Bengaluru,560001,Kohima,797001,2399
12,Air,1627,Bengaluru,560001,Bhubaneswar,751001,1377
9,Surface,398,Bengaluru,560001,Bhubaneswar,751001,1377
6,Air,784,Bengaluru,560001,Jaipur,302001,2005
3,Surface,229,Bengaluru,560001,Jaipur,302001,2005
4,Air,453,Bengaluru,560001,Kota,324001,1843
8,Surface,383,Bengaluru,560001,Kota,324001,1843
12,Air,2011,Bengaluru,560001,Gangtok,737101,2475
16,Surface,804,Bengaluru,560001,Gangtok,737101,2475
20,Air,2403,Bengaluru,560001,Chennai,600001,346
20,Surface,559,Bengaluru,560001,Chennai,600001,346
16,Air,2155,Bengaluru,560001,Coimbatore,641001,333
12,Surface,467,Bengaluru,560001,Coimbatore,641001,333
8,Air,1099,Bengaluru,560001,Hyderabad,500001,569
4,Surface,298,Bengaluru,560001,Hyderabad,500001,569
5,Air,791,Bengaluru,560001,Agartala,799001,3499
10,Surface,425,Bengaluru,560001,Agartala,799001,3499
15,Air,2023,Bengaluru,560001,Lucknow,226001,1668
20,Surface,668,Bengaluru,560001,Lucknow,226001,1668
25,Air,3343,Bengaluru,560001,Kanpur,208001,1593
30,Surface,958,Bengaluru,560001,Kanpur,208001,1593
30,Air,4160,Bengaluru,560001,Varanasi,221001,1804
25,Surface,813,Bengaluru,560001,Varanasi,221001,1804
20,Air,668,Bengaluru,560001,Dehradun,248001,2005
15,Surface,561,Bengaluru,560001,Dehradun,248001,2005
10,Air,1363,Bengaluru,560001,Gairsain,246001,2105
5,Surface,332,Bengaluru,560001,Gairsain,246001,2105
6,Air,751,Bengaluru,560001,Kolkata,700001,1868
12,Surface,425,Bengaluru,560001,Kolkata,700001,1868
12,Air,1459,Bengaluru,560001,New Delhi,110001,1740
6,Surface,285,Bengaluru,560001,New Delhi,110001,1740
1,Air,165,Thiruvananthapuram,695001,Amaravati,522020,1166
1,Surface,164,Thiruvananthapuram,695001,Amaravati,522020,1166
1,Air,165,Thiruvananthapuram,695001,Visakhapatnam,530001,1007
1,Surface,106,Thiruvananthapuram,695001,Visakhapatnam,530001,1007
1,Air,165,Thiruvananthapuram,695001,Itanagar,791111,3044
1,Surface,114,Thiruvananthapuram,695001,Itanagar,791111,3044
1,Air,165,Thiruvananthapuram,695001,Dispur,781005,2595
1,Surface,114,Thiruvananthapuram,695001,Dispur,781005,2595
1,Air,165,Thiruvananthapuram,695001,Patna,800001,1983
1,Surface,114,Thiruvananthapuram,695001,Patna,800001,1983
1,Air,165,Thiruvananthapuram,695001,Raipur,492001,1399
1,Surface,114,Thiruvananthapuram,695001,Raipur,492001,1399
1,Air,165,Thiruvananthapuram,695001,Panaji,403001,582
1,Surface,114,Thiruvananthapuram,695001,Panaji,403001,582
1,Air,165,Thiruvananthapuram,695001,Gandhinagar,382010,1843
1,Surface,114,Thiruvananthapuram,695001,Gandhinagar,382010,1843
1,Air,165,Thiruvananthapuram,695001,Ahmedabad,380001,1743
1,Surface,114,Thiruvananthapuram,695001,Ahmedabad,380001,1743
1,Air,165,Thiruvananthapuram,695001,Chandigarh,160017,2515
1,Surface,106,Thiruvananthapuram,695001,Chandigarh,160017,2515
1,Air,165,Thiruvananthapuram,695001,Shimla,171001,2326
1,Surface,106,Thiruvananthapuram,695001,Shimla,171001,2326
1,Air,165,Thiruvananthapuram,695001,Ranchi,834001,2326
1,Surface,114,Thiruvananthapuram,695001,Ranchi,834001,2326
1,Air,165,Thiruvananthapuram,695001,Bengaluru,560001,748
1,Surface,114,Thiruvananthapuram,695001,Bengaluru,560001,748
1,Air,118,Thiruvananthapuram,695001,Kozhikode,673001,397
1,Surface,71,Thiruvananthapuram,695001,Kozhikode,673001,397
1,Air,165,Thiruvananthapuram,695001,Bhopal,462001,1919
1,Surface,114,Thiruvananthapuram,695001,Bhopal,462001,1919
1,Air,165,Thiruvananthapuram,695001,Indore,452001,1855
1,Surface,114,Thiruvananthapuram,695001,Indore,452001,1855
2.6,Air,381,Thiruvananthapuram,695001,Mumbai,400001,1376
2.6,Surface,289,Thiruvananthapuram,695001,Mumbai,400001,1376
2.5,Air,327,Thiruvananthapuram,695001,Pune,411001,1189
2.5,Surface,245,Thiruvananthapuram,695001,Pune,411001,1189
2.5,Air,327,Thiruvananthapuram,695001,Nagpur,440001,1570
2.5,Surface,245,Thiruvananthapuram,695001,Nagpur,440001,1570
2.5,Air,497,Thiruvananthapuram,695001,Imphal,795001,3180
2.5,Surface,598,Thiruvananthapuram,695001,Imphal,795001,3180
2.5,Air,327,Thiruvananthapuram,695001,Shillong,793001,2761
2.5,Surface,245,Thiruvananthapuram,695001,Shillong,793001,2761
2.5,Air,327,Thiruvananthapuram,695001,Aizawl,796001,2666
2.5,Surface,245,Thiruvananthapuram,695001,Aizawl,796001,2666
2.5,Air,327,Thiruvananthapuram,695001,Kohima,797001,2399
2.5,Surface,245,Thiruvananthapuram,695001,Kohima,797001,2399
2.5,Air,327,Thiruvananthapuram,695001,Bhubaneswar,751001,1678
2.5,Surface,245,Thiruvananthapuram,695001,Bhubaneswar,751001,1678
2.5,Air,327,Thiruvananthapuram,695001,Jaipur,302001,2365
2.5,Surface,209,Thiruvananthapuram,695001,Jaipur,302001,2365
2.5,Air,327,Thiruvananthapuram,695001,Kota,324001,2493
2.5,Surface,209,Thiruvananthapuram,695001,Kota,324001,2493
2.5,Air,327,Thiruvananthapuram,695001,Gangtok,737101,2475
2.5,Surface,245,Thiruvananthapuram,695001,Gangtok,737101,2475
2.5,Air,327,Thiruvananthapuram,695001,Chennai,600001,771
2.5,Surface,208,Thiruvananthapuram,695001,Chennai,600001,771
2.5,Air,327,Thiruvananthapuram,695001,Coimbatore,641001,413
2.5,Surface,208,Thiruvananthapuram,695001,Coimbatore,641001,413
2.5,Air,422,Thiruvananthapuram,695001,Hyderabad,500001,1261
2.5,Surface,245,Thiruvananthapuram,695001,Hyderabad,500001,1261
2.5,Air,327,Thiruvananthapuram,695001,Agartala,799001,3290
2.5,Surface,245,Thiruvananthapuram,695001,Agartala,799001,3290
2.5,Air,327,Thiruvananthapuram,695001,Lucknow,226001,1780
2.5,Surface,209,Thiruvananthapuram,695001,Lucknow,226001,1780
2.5,Air,327,Thiruvananthapuram,695001,Kanpur,208001,1705
2.5,Surface,209,Thiruvananthapuram,695001,Kanpur,208001,1705
2.5,Air,327,Thiruvananthapuram,695001,Varanasi,221001,1916
2.5,Surface,209,Thiruvananthapuram,695001,Varanasi,221001,1916
2.5,Air,327,Thiruvananthapuram,695001,Dehradun,248001,2317
2.5,Surface,245,Thiruvananthapuram,695001,Dehradun,248001,2317
2.5,Air,327,Thiruvananthapuram,695001,Gairsain,246001,2417
2.5,Surface,209,Thiruvananthapuram,695001,Gairsain,246001,2417
2.5,Air,327,Thiruvananthapuram,695001,Kolkata,700001,2313
2.5,Surface,245,Thiruvananthapuram,695001,Kolkata,700001,2313
2.5,Air,327,Thiruvananthapuram,695001,New Delhi,110001,2200
2.5,Surface,209,Thiruvananthapuram,695001,New Delhi,110001,2200
4.5,Air,720,Kozhikode,673001,Hyderabad,500001,741
4.5,Surface,321,Kozhikode,673001,Hyderabad,500001,741
4.5,Air,725,Kozhikode,673001,Gangtok,737101,2234
4.5,Surface,321,Kozhikode,673001,Gangtok,737101,2234
4.5,Air,725,Kozhikode,673001,Ghandinagar,382010,1371
4.5,Surface,361,Kozhikode,673001,Ghandinagar,382010,1371
4.5,Air,725,Kozhikode,673001,Delhi,110001,1941
4.5,Surface,321,Kozhikode,673001,Delhi,110001,1941
4.5,Air,725,Kozhikode,673001,Dehradun,248001,2134
4.5,Surface,386,Kozhikode,673001,Dehradun,248001,2134
4.5,Air,725,Kozhikode,673001,Daman,396210,1165
4.5,Surface,321,Kozhikode,673001,Daman,396210,1165
4.5,Air,725,Kozhikode,673001,Bhubaneswar,751001,1673
4.5,Surface,321,Kozhikode,673001,Bhubaneswar,751001,1673
4.5,Air,725,Kozhikode,673001,Jaipur,302001,2009
4.5,Surface,321,Kozhikode,673001,Jaipur,302001,2009
4.5,Air,725,Kozhikode,673001,Kota,324001,2062
4.5,Surface,338,Kozhikode,673001,Kota,324001,2062
4.5,Air,725,Kozhikode,673001,Gangtok,737101,2234
4.5,Surface,321,Kozhikode,673001,Gangtok,737101,2234
4.5,Air,725,Kozhikode,673001,Chennai,600001,578
4.5,Surface,346,Kozhikode,673001,Chennai,600001,578
4.5,Air,725,Kozhikode,673001,Coimbatore,641001,178
4.5,Surface,338,Kozhikode,673001,Coimbatore,641001,178
0.5,Air,118,Kozhikode,673001,Hyderabad,500001,741
0.5,Surface,71,Kozhikode,673001,Hyderabad,500001,741
0.5,Air,111,Kozhikode,673001,Agartala,799001,3180
0.5,Surface,71,Kozhikode,673001,Agartala,799001,3180
0.5,Air,111,Kozhikode,673001,Lucknow,226001,1749
0.5,Surface,71,Kozhikode,673001,Lucknow,226001,1749
0.5,Air,111,Kozhikode,673001,Kanpur,208001,1835
0.5,Surface,71,Kozhikode,673001,Kanpur,208001,1835
1.5,Air,279,Kozhikode,673001,Varanasi,221001,2020
1.5,Surface,140,Kozhikode,673001,Varanasi,221001,2020
1.5,Air,279,Kozhikode,673001,Dehradun,248001,2134
1.5,Surface,158,Kozhikode,673001,Dehradun,248001,2134
1.5,Air,219,Kozhikode,673001,Gairsain,246001,2156
1.5,Surface,140,Kozhikode,673001,Gairsain,246001,2156
1.5,Air,219,Kozhikode,673001,Kolkata,700001,2314
1.5,Surface,158,Kozhikode,673001,Kolkata,700001,2314
1.5,Air,219,Kozhikode,673001,New Delhi,110001,1941
1.5,Surface,140,Kozhikode,673001,New Delhi,110001,1941
1.5,Air,219,Kozhikode,673001,Amaravati,522007,1520
1.5,Surface,140,Kozhikode,673001,Amaravati,522007,1520
1.5,Air,219,Kozhikode,673001,Visakhapatnam,530001,1267
1.5,Surface,140,Kozhikode,673001,Visakhapatnam,530001,1267
1.5,Air,219,Kozhikode,673001,Itanagar,791111,3055
1.5,Surface,158,Kozhikode,673001,Itanagar,791111,3055
0.5,Air,111,Kozhikode,673001,Dispur,781005,2638
0.5,Surface,71,Kozhikode,673001,Dispur,781005,2638
0.5,Air,111,Kozhikode,673001,Patna,800001,2074
0.5,Surface,71,Kozhikode,673001,Patna,800001,2074
0.5,Air,111,Kozhikode,673001,Raipur,492001,1669
0.5,Surface,71,Kozhikode,673001,Raipur,492001,1669
0.5,Air,111,Kozhikode,673001,Panaji,403001,576
0.5,Surface,71,Kozhikode,673001,Panaji,403001,576
3.5,Air,435,Kozhikode,673001,Gandhinagar,382010,1371
3.5,Surface,321,Kozhikode,673001,Gandhinagar,382010,1371
3.5,Air,435,Kozhikode,673001,Ahmedabad,380001,1427
3.5,Surface,321,Kozhikode,673001,Ahmedabad,380001,1427
3.5,Air,435,Kozhikode,673001,Chandigarh,160017,2385
3.5,Surface,277,Kozhikode,673001,Chandigarh,160017,2385
3.5,Air,435,Kozhikode,673001,Shimla,171001,2367
3.5,Surface,277,Kozhikode,673001,Shimla,171001,2367
3.5,Air,435,Kozhikode,673001,Ranchi,834001,1866
3.5,Surface,333,Kozhikode,673001,Ranchi,834001,1866
3.5,Air,435,Kozhikode,673001,Bengaluru,560001,356
3.5,Surface,321,Kozhikode,673001,Bengaluru,560001,356
3.5,Air,281,Kozhikode,673001,Thiruvananthapuram,695001,395
3.5,Surface,182,Kozhikode,673001,Thiruvananthapuram,695001,395
3.5,Air,435,Kozhikode,673001,Bhopal,462001,1681
3.5,Surface,321,Kozhikode,673001,Bhopal,462001,1681
3.5,Air,435,Kozhikode,673001,Indore,452001,1759
3.5,Surface,321,Kozhikode,673001,Indore,452001,1759
3.5,Air,435,Kozhikode,673001,Mumbai,400001,1173
3.5,Surface,321,Kozhikode,673001,Mumbai,400001,1173
7.5,Air,1033,Bhopal,462001,Mumbai,400001,775
7.5,Surface,398,Bhopal,462001,Mumbai,400001,775
7.5,Air,1033,Bhopal,462001,Bangalore,560001,1236
7.5,Surface,398,Bhopal,462001,Bangalore,560001,1236
7.5,Air,1033,Bhopal,462001,Kolkata,700001,1464
7.5,Surface,383,Bhopal,462001,Kolkata,700001,1464
7.5,Air,1033,Bhopal,462001,Chennai,600001,1376
7.5,Surface,398,Bhopal,462001,Chennai,600001,1376
7.5,Air,1033,Bhopal,462001,Hyderabad,500001,808
7.5,Surface,398,Bhopal,462001,Hyderabad,500001,808
7.5,Air,1033,Bhopal,462001,Ahmedabad,380001,586
7.5,Surface,398,Bhopal,462001,Ahmedabad,380001,586
7.5,Air,1033,Bhopal,462001,Pune,411001,814
7.5,Surface,398,Bhopal,462001,Pune,411001,814
7.5,Air,1033,Bhopal,462001,Surat,395001,810
7.5,Surface,398,Bhopal,462001,Surat,395001,810
7.5,Air,1033,Bhopal,462001,Jaipur,302001,596
7.5,Surface,383,Bhopal,462001,Jaipur,302001,596
7.5,Air,1033,Bhopal,462001,Lucknow,226001,669
7.5,Surface,383,Bhopal,462001,Lucknow,226001,669
10,Air,1363,Bhopal,462001,Kanpur,208001,702
10,Surface,398,Bhopal,462001,Kanpur,208001,702
10,Air,1363,Bhopal,462001,Nagpur,440001,352
10,Surface,398,Bhopal,462001,Nagpur,440001,352
10,Air,1363,Bhopal,462001,Visakhapatnam,530001,1232
10,Surface,398,Bhopal,462001,Visakhapatnam,530001,1232
11,Air,1495,Bhopal,462001,Patna,800001,1039
11,Surface,432,Bhopal,462001,Patna,800001,1039
11,Air,1495,Bhopal,462001,Ludhiana,141001,1231
11,Surface,432,Bhopal,462001,Ludhiana,141001,1231
11,Air,1495,Bhopal,462001,Agra,282001,523
11,Surface,432,Bhopal,462001,Agra,282001,523
11,Air,1495,Bhopal,462001,Nashik,422001,604
11,Surface,432,Bhopal,462001,Nashik,422001,604
